UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
1	1
0	0
0	0
0	0
0	0
16	0
0	1
0	1
25	90
0	90
0	0
0	0
0	0
1	48
0	48
1	5
0	5
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1023	0
1160	1
6437	4
1604	2
120	53
1897	51
1766	0
138	0
97	13
1359	14
1346	0
70	0
1878	2
0	35
18	35
3	4
2102	228
1	0
17	0
2	0
7	0
0	0
0	0
0	0
0	59
5	59
0	0
0	0
0	0
0	145
11	145
33	0
54	0
0	0
0	811
20	811
0	0
7	0
0	0
0	0
0	1
33	0
0	62
7	62
62	0
11	4
5	4
0	0
21	0
358	0
0	0
0	0
33	0
104	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
26	0
33	0
0	0
12	0
4	0
0	0
0	0
0	0
0	0
0	0
124	0
0	2
0	0
0	0
1	0
21	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
73	0
9	0
1	0
0	0
6	0
0	0
0	0
0	0
79	0
17	7
0	1
0	2
3	2
0	1
0	0
20	0
1	0
0	0
0	0
0	0
61	0
0	0
0	132
12	126
14	0
0	0
0	0
0	0
0	0
0	0
410	0
7	0
0	0
1	3
0	0
0	23
0	23
0	0
0	0
76	0
10	0
0	0
30	0
48	0
0	2
1	2
0	2
9	0
31	0
0	0
49	0
0	0
0	0
0	0
0	0
1	0
1	0
0	0
1	0
0	16
1	16
0	0
0	0
11	0
0	0
1	17
0	17
0	0
7	0
0	0
46	0
0	0
0	0
0	0
0	0
