UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	3
0	0
2	0
0	0
0	0
0	0
0	0
14	0
2	3
0	3
28	99
0	99
0	0
0	1
0	1
1	69
0	69
1	3
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
689	0
749	0
4569	1
941	1
72	57
1096	57
1060	0
65	0
53	16
958	16
991	0
51	0
1184	0
0	31
20	31
6	1
2924	281
0	0
16	0
0	0
3	0
0	0
0	0
0	0
1	63
4	63
0	0
0	0
0	0
0	139
4	139
22	0
50	0
0	0
4	804
23	804
0	1
7	0
0	0
0	0
0	0
31	0
0	57
9	57
63	0
3	3
10	3
0	0
12	0
361	0
0	0
0	0
39	0
104	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
24	0
30	0
0	0
12	0
10	0
0	1
0	1
0	0
0	0
0	0
86	0
2	1
0	0
0	0
1	0
17	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
81	0
9	0
1	0
0	0
11	0
0	0
0	0
0	0
67	0
18	0
0	2
0	2
0	2
0	0
0	0
21	0
8	0
0	0
0	0
0	0
48	0
0	0
2	109
6	106
22	2
0	0
1	0
0	0
0	0
0	0
388	0
8	0
0	0
1	0
0	0
0	13
0	13
0	0
0	0
63	0
7	0
0	0
29	0
84	0
0	1
2	1
1	1
8	0
40	0
0	0
34	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
5	0
0	16
4	16
2	0
0	0
11	0
0	0
0	24
3	24
0	0
12	0
0	0
50	0
0	0
0	0
0	0
0	0
0	0
